Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A14006_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,SE_A20001_001,SE_A20001_002,SE_A20001_003,SE_A20001_004,SE_A20001_005,SE_A09003_001,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010
"06037231400","Census Tract 2314, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2314",,,,5195,5195,21665.43,0.239782964245394,5195,1329,940,1,96,44,2076,709,58973,2079,1619,1415,204,207,0,0,1,28,224,5195,565,4630,3138,1616,34,2079,1855,190,252,355,403,315,267,73,224
"06037231500","Census Tract 2315, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2315",,,,5135,5135,14468.55,0.354907821966743,5135,1004,1664,97,414,0,1416,540,77083,2493,1999,1822,177,251,0,0,0,29,214,5130,821,4309,2219,2415,32,2493,2279,0,556,568,573,367,173,42,214
"06037231601","Census Tract 2316.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.01",,,,2448,2448,19851.37,0.123316401465953,2448,544,533,96,0,0,1028,247,75131,1376,1036,745,291,157,0,0,0,73,110,2448,437,2011,1490,637,35,1376,1266,0,241,388,292,197,102,46,110
"06037231602","Census Tract 2316.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.02",,,,2048,2048,16838.34,0.121627204450368,2048,541,374,55,12,0,863,203,85273,1124,912,834,78,94,0,0,27,54,37,2048,281,1767,817,954,31,1124,1087,0,213,308,285,198,61,22,37
"06037231603","Census Tract 2316.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2316.03",,,,2788,2788,22546.74,0.12365424086907,2788,594,553,243,47,0,1270,81,45037,1093,797,749,48,219,0,0,28,19,30,2788,567,2221,1827,618,36,1093,1063,0,242,159,179,380,58,45,30
"06037231710","Census Tract 2317.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.10",,,,4303,4303,34420.12,0.125014092729387,4303,1274,572,33,9,0,1899,516,44347,1927,1446,1257,189,313,0,0,39,35,94,4303,909,3394,2818,800,36,1927,1833,32,284,282,658,253,221,103,94
"06037231720","Census Tract 2317.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2317.20",,,,5257,5257,28831.94,0.182332505015467,5257,1737,262,26,113,0,2262,857,47012,2468,1498,1181,317,503,47,68,57,13,282,5257,823,4434,3562,1101,33,2468,2186,115,423,495,463,254,341,95,282
"06037231800","Census Tract 2318, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2318",,,,5258,5258,26175.78,0.200872745356349,5258,1522,271,49,0,0,2688,728,44025,2279,1585,1243,342,457,0,84,38,45,70,5258,1283,3975,2948,1218,34,2279,2209,0,532,383,395,538,271,90,70
"06037231901","Census Tract 2319.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.01",,,,2867,2867,30337.49,0.0945035266572664,2867,893,343,87,2,0,1325,217,49271,1599,1249,1043,206,222,0,8,27,71,22,2867,399,2468,1293,1229,36,1599,1577,56,343,181,366,176,394,61,22
"06037231902","Census Tract 2319.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"231902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2319.02",,,,3255,3255,26013.52,0.125127220666659,3255,1510,326,144,0,0,949,326,43523,1209,741,643,98,273,0,26,79,18,72,3255,322,2933,2122,1014,36,1209,1137,42,231,209,266,148,146,95,72
"06037232110","Census Tract 2321.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.10",,,,3378,3378,23021.63,0.146731567868268,3378,969,590,8,21,0,1063,727,51875,1378,1032,897,135,228,0,35,28,15,40,3378,712,2666,1931,931,39,1378,1338,16,221,173,247,406,191,84,40
"06037232120","Census Tract 2321.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2321.20",,,,5308,5308,26342.76,0.201497458675484,5308,1446,1155,0,142,0,2050,515,52156,2073,1605,1408,197,238,0,21,28,115,66,5207,718,4489,3462,1055,34,2073,2007,0,510,380,399,405,171,142,66
"06037232200","Census Tract 2322, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2322",,,,3638,3638,18017.7,0.201912518513599,3638,821,797,0,79,0,1278,663,62292,1313,1062,913,149,141,0,0,13,12,85,3535,366,3169,2070,1582,43,1313,1228,23,61,129,393,293,204,125,85
"06037232300","Census Tract 2323, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2323",,,,4992,4992,20563.01,0.242765989649373,4992,1412,1250,3,1,10,1953,363,74022,2482,2017,1798,219,159,0,24,21,56,205,4992,623,4369,2663,1967,36,2482,2277,0,117,399,945,485,290,41,205
"06037232401","Census Tract 2324.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.01",,,,3968,3968,18039.79,0.219958161968318,3968,855,1116,0,29,28,1393,547,67962,1763,1508,1287,221,138,0,0,6,41,70,3963,374,3589,2375,1373,39,1763,1693,87,214,112,394,451,357,78,70
"06037232402","Census Tract 2324.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2324.02",,,,3095,3095,14755.39,0.209753867585487,3095,766,1052,44,0,0,1143,90,42465,1375,1066,934,132,186,0,0,0,0,123,3095,191,2904,1824,1369,45,1375,1252,9,97,131,390,313,178,134,123
"06037232500","Census Tract 2325, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2325",,,,4736,4736,15978.02,0.296407164820841,4736,516,1654,70,70,0,2060,366,63750,2218,1596,1497,99,273,0,41,31,0,277,4736,465,4271,2430,2058,36,2218,1941,3,206,574,332,536,208,82,277
"06037232601","Census Tract 2326.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.01",,,,1772,1772,17393.21,0.10187885040394,1772,142,358,30,54,0,874,314,53587,907,758,636,122,123,0,0,10,0,16,1772,349,1423,895,661,41,907,891,0,94,137,266,179,163,52,16
"06037232602","Census Tract 2326.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2326.02",,,,5552,5552,27058.85,0.205182417833596,5552,824,1324,174,0,0,2904,326,75741,2244,1816,1692,124,196,0,52,12,52,116,5552,784,4768,2880,2028,41,2244,2128,5,147,372,625,422,438,119,116
"06037232701","Census Tract 2327.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.01",,,,2502,2502,23353.91,0.10713408710774,2502,586,351,35,10,0,1376,144,76316,1021,803,627,176,53,0,0,39,55,71,2502,346,2156,1498,814,34,1021,950,143,45,251,190,195,53,73,71
"06037232702","Census Tract 2327.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2327.02",,,,4676,4676,26691.79,0.175184981552038,4676,913,339,396,3,0,2459,566,67438,2191,1813,1546,267,275,0,0,15,0,88,4676,864,3812,2449,1594,39,2191,2103,45,130,297,804,475,216,136,88
"06037232800","Census Tract 2328, Los Angeles County, California","ca","140","00",,,,"06","037",,,"232800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2328",,,,4426,4426,26868.51,0.164728176346763,4426,1358,477,275,0,0,1172,1144,55750,1945,1657,1366,291,172,0,0,48,24,44,4426,715,3711,2701,1120,33,1945,1901,36,275,358,698,276,221,37,44
"06037234001","Census Tract 2340.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.01",,,,2379,2379,9098.05,0.261484609195101,2379,317,1752,6,16,0,149,139,72743,1117,816,778,38,133,7,12,0,0,149,2374,96,2278,1145,1639,42,1117,968,0,91,138,357,130,165,87,149
"06037234002","Census Tract 2340.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2340.02",,,,3030,3030,13898.53,0.21800873208679,3030,720,1180,54,34,0,964,78,58792,1525,1206,1018,188,194,0,2,1,0,122,3029,183,2846,1695,1668,36,1525,1403,17,162,222,511,244,183,64,122
"06037234200","Census Tract 2342, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2342",,,,2569,2569,7536.113,0.340891926912403,2569,296,1368,36,216,0,216,437,75625,1022,859,727,132,76,0,0,5,0,82,2569,83,2486,1007,1831,35,1022,940,12,221,51,264,302,51,39,82
"06037234301","Census Tract 2343.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.01",,,,1684,1684,8654.123,0.194589318560549,1684,236,1324,15,0,5,44,60,42295,803,434,434,0,39,0,0,0,0,330,1684,28,1656,544,1238,40,803,473,0,56,58,67,190,85,17,330
"06037234302","Census Tract 2343.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2343.02",,,,2441,2441,17259.28,0.141431157209995,2441,0,2212,0,0,0,167,62,45000,1213,959,903,56,76,0,0,37,31,110,2441,34,2407,906,1726,34,1213,1103,8,79,249,509,112,119,27,110
"06037234501","Census Tract 2345.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.01",,,,2901,2901,9994.088,0.290271615158062,2901,438,1734,82,72,0,324,251,93056,1212,1083,1010,73,16,9,0,11,23,70,2896,136,2760,1599,1587,34,1212,1142,28,210,143,454,198,69,40,70
"06037234502","Census Tract 2345.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2345.02",,,,2772,2772,13176.8,0.210369700554597,2772,293,1852,0,64,0,507,56,31225,998,712,712,0,13,22,0,0,43,208,2769,132,2637,1403,1410,30,998,790,41,11,314,255,96,68,5,208
"06037234600","Census Tract 2346, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2346",,,,4885,4885,9708.025,0.503191906680649,4885,534,2822,0,36,0,905,588,71406,2081,1818,1717,101,97,0,8,24,0,134,4880,149,4731,2210,2876,32,2081,1947,5,206,711,517,286,193,29,134
"06037234700","Census Tract 2347, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2347",,,,3700,3700,12914.03,0.286510207769302,3700,461,1942,0,50,0,348,899,67928,1547,1243,1185,58,67,0,0,2,126,109,3695,379,3316,1836,2075,33,1547,1438,68,270,95,461,359,157,28,109
"06037234800","Census Tract 2348, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2348",,,,3424,3424,13555.88,0.252584181857213,3424,617,1489,24,88,52,756,398,66696,1533,1280,1142,138,131,0,0,0,15,107,3424,185,3239,1417,2098,42,1533,1426,0,30,321,410,407,135,123,107
"06037234901","Census Tract 2349.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.01",,,,2954,2954,23511.19,0.125642280968097,2954,443,1657,8,75,45,577,149,46330,1273,966,936,30,215,0,27,0,22,43,2954,366,2588,1891,1115,43,1273,1230,0,136,293,233,248,183,137,43
"06037234902","Census Tract 2349.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"234902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2349.02",,,,4558,4558,26367.41,0.172864893582519,4558,853,1949,13,44,4,1021,674,26484,1783,1340,1291,49,391,0,0,0,29,23,4414,380,4034,2943,1437,43,1783,1760,0,201,163,605,386,119,286,23
"06037235100","Census Tract 2351, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2351",,,,4074,4074,8930.888,0.456169681095048,4074,675,2628,23,244,0,303,201,96108,1908,1428,1358,70,27,15,0,23,0,415,4069,282,3787,1655,2608,33,1908,1493,7,213,290,492,387,50,54,415
"06037235201","Census Tract 2352.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.01",,,,2847,2847,11298.85,0.251972596012028,2847,323,1643,0,5,0,246,630,62349,1075,838,731,107,21,0,0,46,0,170,2838,111,2727,1717,1286,34,1075,905,56,126,123,235,235,122,8,170
"06037235202","Census Tract 2352.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"235202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2352.02",,,,3888,3888,11825.29,0.328786851522092,3888,375,2547,22,0,0,363,581,32143,1481,1032,884,148,325,0,0,21,52,51,3888,248,3640,2097,2015,40,1481,1430,0,261,190,435,229,232,83,51
"06037236001","Census Tract 2360.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2360.01",,,,4207,4207,5104.963,0.824099957219879,4207,1516,2212,0,131,0,162,186,109598,2303,1754,1615,139,67,0,15,57,0,410,4207,45,4162,1392,3362,31,2303,1893,31,191,332,837,451,51,0,410
"06037236101","Census Tract 2361.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361.01",,,,2421,2421,9911.655,0.244257888453537,2421,82,1426,0,459,0,249,205,32104,884,719,679,40,69,7,8,0,0,81,2421,126,2295,1471,1191,32,884,803,17,111,122,417,78,27,31,81
"06037236102","Census Tract 2361.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2361.02",,,,3573,3573,18580.48,0.192298574356329,3573,322,2275,0,238,0,631,107,56974,1953,1215,1090,125,511,0,0,13,0,214,3573,241,3332,1798,1805,29,1953,1739,42,299,466,467,377,69,19,214
"06037236203","Census Tract 2362.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.03",,,,3727,3727,28446.06,0.131019912061369,3727,341,1741,0,52,0,553,1040,31762,1449,1150,1077,73,199,10,0,12,0,78,3727,355,3372,2245,1456,36,1449,1371,37,158,132,438,424,167,15,78
"06037236204","Census Tract 2362.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.04",,,,2968,2968,33441.01,0.0887533069651288,2968,131,1544,75,0,31,914,273,40525,1422,984,877,107,248,0,24,77,0,89,2968,434,2534,1648,1066,32,1422,1333,52,208,167,434,344,111,17,89
"06037236205","Census Tract 2362.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.05",,,,3421,3421,53058.21,0.064476360508234,3421,303,1894,69,15,0,623,517,27727,1449,1000,940,60,313,0,0,0,0,136,3421,444,2977,2369,703,37,1449,1313,0,92,170,560,171,320,0,136
"06037236206","Census Tract 2362.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2362.06",,,,2983,2983,28099.93,0.106156862502838,2983,325,1076,24,79,0,1059,420,53106,1286,905,719,186,232,0,0,0,8,141,2983,667,2316,1523,1012,41,1286,1145,0,70,154,483,221,140,77,141
"06037236400","Census Tract 2364, Los Angeles County, California","ca","140","00",,,,"06","037",,,"236400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2364",,,,4551,4551,8793.014,0.51756996557513,4551,416,3411,58,122,0,285,259,103689,2505,1903,1738,165,260,0,0,32,0,310,4534,300,4234,1581,3195,35,2505,2195,24,123,633,623,423,351,18,310
"06037237101","Census Tract 2371.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2371.01",,,,3827,3827,15759.69,0.242834715836521,3827,550,938,0,51,0,1981,307,46250,1535,1175,1077,98,215,0,9,56,0,80,3827,590,3237,2207,1152,35,1535,1455,15,218,305,340,309,214,54,80
"06037237102","Census Tract 2371.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2371.02",,,,4038,4038,22737.37,0.177593100817456,4038,1088,944,71,23,0,1392,520,49559,1361,1015,835,180,174,10,18,34,82,28,4038,622,3416,2471,1024,31,1361,1333,118,208,234,350,209,202,12,28
"06037237201","Census Tract 2372.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2372.01",,,,4138,4138,23637.47,0.175061042753866,4138,891,813,47,12,0,1927,448,54398,1421,1247,1084,163,121,31,0,7,6,9,4138,548,3590,2377,1327,33,1421,1412,147,262,232,405,154,123,89,9
"06037237202","Census Tract 2372.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2372.02",,,,4653,4653,10876.13,0.427817426181125,4653,704,1127,93,73,25,2141,490,47917,1607,1450,1318,132,43,0,0,0,24,90,4648,572,4076,2775,1437,39,1607,1517,25,58,245,526,341,292,30,90
"06037237300","Census Tract 2373, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2373",,,,6051,6051,15708.29,0.385210665068718,6051,592,2386,20,50,0,2376,627,76935,3008,2461,2023,438,88,0,51,0,107,301,6034,378,5656,2657,3282,34,3008,2707,26,586,226,1074,340,420,35,301
"06037237401","Census Tract 2374.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2374.01",,,,4331,4331,21734.16,0.199271579636662,4331,480,870,0,5,0,2544,432,67470,1908,1654,1410,244,162,0,12,0,28,52,4331,765,3566,2201,1640,40,1908,1856,34,225,303,553,314,280,147,52
"06037237402","Census Tract 2374.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2374.02",,,,3896,3896,19359.2,0.20124803667044,3896,362,1165,0,192,0,1124,1053,83333,1987,1601,1383,218,194,14,14,1,79,84,3882,567,3315,1710,1878,35,1987,1903,34,273,471,506,308,251,60,84
"06037237500","Census Tract 2375, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2375",,,,2822,2822,21667.12,0.130243460587462,2822,534,541,0,21,0,1047,679,34643,1119,872,707,165,161,0,0,0,53,33,2807,293,2514,2022,636,37,1119,1086,38,177,143,237,218,231,42,33
"06037237600","Census Tract 2376, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2376",,,,4014,4014,20638.09,0.194494723527677,4014,674,923,49,0,0,1574,794,48447,1569,1241,900,341,159,0,0,31,5,133,4014,1044,2970,2092,1212,38,1569,1436,59,239,260,406,129,248,95,133
"06037237710","Census Tract 2377.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2377.10",,,,4445,4445,26631.97,0.166904634307186,4445,246,1477,7,215,0,2373,127,43820,1678,1318,1237,81,243,0,42,65,0,10,4445,837,3608,2632,1072,41,1678,1668,106,127,228,345,481,287,94,10
"06037237720","Census Tract 2377.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2377.20",,,,3784,3784,30134.57,0.125570079861374,3784,199,621,12,2,0,2173,777,41303,1373,1085,967,118,57,0,0,14,125,92,3784,818,2966,2219,762,33,1373,1281,33,219,231,336,226,236,0,92
"06037237800","Census Tract 2378, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2378",,,,3880,3880,10330.29,0.375594404298398,3880,416,1728,74,0,0,1323,339,51168,1405,1195,1068,127,72,32,0,0,38,68,3880,224,3656,2326,1565,35,1405,1337,0,121,290,559,263,42,62,68
"06037237900","Census Tract 2379, Los Angeles County, California","ca","140","00",,,,"06","037",,,"237900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2379",,,,4131,4131,10920.07,0.378294416808109,4131,528,2323,241,18,0,405,616,59539,1673,1286,1153,133,55,21,0,38,0,273,4131,286,3845,1962,2318,32,1673,1400,0,186,299,484,270,161,0,273
"06037238000","Census Tract 2380, Los Angeles County, California","ca","140","00",,,,"06","037",,,"238000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2380",,,,5592,5592,8706.093,0.642308767453749,5592,509,3434,1,22,0,906,720,69861,2486,2000,1868,132,115,0,0,9,48,314,5583,186,5397,2926,3194,31,2486,2172,31,209,640,529,682,69,12,314
"06037238100","Census Tract 2381, Los Angeles County, California","ca","140","00",,,,"06","037",,,"238100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2381",,,,5165,5165,13598.27,0.379827628544997,5165,819,3473,0,28,0,598,247,51417,2435,2018,1772,246,64,0,0,30,0,323,5165,237,4928,3076,2242,35,2435,2112,70,545,333,335,317,448,64,323
"06037238200","Census Tract 2382, Los Angeles County, California","ca","140","00",,,,"06","037",,,"238200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2382",,,,6181,6181,15593.45,0.396384462012951,6181,214,4359,0,36,0,1410,162,41410,2134,1798,1779,19,183,0,0,0,53,100,6176,431,5745,3401,3173,33,2134,2034,7,655,366,354,256,318,78,100
"06037238310","Census Tract 2383.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"238310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2383.10",,,,5400,5400,35223.02,0.153308818419236,5400,596,1127,0,57,0,2867,753,52805,2385,1827,1474,353,334,0,0,49,71,104,5400,927,4473,3446,1130,33,2385,2281,81,307,708,411,467,221,86,104
"06037238320","Census Tract 2383.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"238320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2383.20",,,,3560,3560,19689.88,0.180803540402504,3560,373,1197,124,0,65,1373,428,33396,1267,1079,1045,34,151,0,0,10,0,27,3527,368,3159,2436,834,36,1267,1240,61,290,228,236,150,160,115,27
"06037238400","Census Tract 2384, Los Angeles County, California","ca","140","00",,,,"06","037",,,"238400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2384",,,,5107,5107,10162.61,0.50252819704184,5107,777,2816,22,0,18,983,491,85968,2192,1748,1632,116,38,13,0,0,37,356,5103,206,4897,2320,3125,32,2192,1836,88,117,484,606,372,138,31,356
"06037239201","Census Tract 2392.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"239201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 2392.01",,,,3563,3563,20512.92,0.173695399360924,3563,488,317,30,3,0,2143,582,46840,1677,1388,1281,107,176,0,0,0,0,113,3563,786,2777,2186,763,34,1677,1564,17,364,261,361,245,272,44,113
